threshold,unsafe_acceptance_rate,false_rejection_rate,mean_reward
0.3,0.05124691876016153,0.2920004855547463,0.7394924321503131
0.4,0.06205092568311743,0.24253893108590852,0.768107385177453
0.5,0.06650888970472545,0.1626695106301807,0.8246542275574112
0.6,0.08552079509099492,0.1509468317552804,0.818338987473904
0.7,0.1939345465988357,0.13878628654666528,0.741178888308977
0.8,0.3648515760213982,0.02005514514618666,0.6944454592901879
